created_at_fuzzy,state_likely_tweeted_from,text,source,display_text_width,lang,favorite_count,retweet_count,is_quote,followers_count,friends_count,listed_count,statuses_count,favourites_count,cleaned_text,Toxicity,Fact assessment,Trivia question,Offensive Assessment,topic_label
2021-03-25T13:27:21Z,Wisconsin,Biden is a victim of elder abuse at the hands of the DNC. https://t.co/Fq6z71JLfN,Twitter for Android,57,en,0,1,True,855,1693,26,12201,2943,biden is a victim of elder abuse at the hand of the dnc . httpurl,3,False,,,-1
2020-12-22T22:27:35Z,Missouri,The Trump White House has entered its final stage: complete meltdown https://t.co/0yNTppIGLV via @Yahoo,Twitter Web App,103,en,1,0,False,14,95,0,721,359,the trump white house ha entered it final stage : complete meltdown httpurl via @user,3,'no verdict',,,-1
2021-04-23T04:09:09Z,Missouri,Biden commits to cutting U.S. emissions in half by 2030 as part of Paris climate pact https://t.co/cuapRYQ5Ym,Twitter for iPhone,109,en,0,0,False,2358,5003,73,97512,11943,biden commits to cutting u . s . emission in half by 2030 a part of paris climate pact httpurl,1,True,,,31
2021-03-18T20:17:37Z,Oregon,@fake_biden Happy anniversary!,Twitter Web App,18,en,1,0,False,750,1464,0,2932,33860,@user happy anniversary !,1,'no verdict',,,0
2021-04-10T12:53:24Z,Arkansas,Joe Biden the CONSTITUTION is ABSOLUTE! And you are unfit to be President.,TweetCaster for Android,74,en,0,0,False,8,52,0,1874,4,joe biden the constitution is absolute ! and you are unfit to be president .,7,'no verdict',,,32
2020-09-04T05:51:09Z,Michigan,Has anyone noticed how biden walks like a 100 yr old man?  He looks like Tim Conway’s “old man” bit.......,Twitter for iPhone,106,en,0,0,False,3197,3977,2,6105,7569,has anyone noticed how biden walk like a 100 yr old man ? he look like tim conway 's “ old man ” bit ...,7,No verdict,,,-1
2020-12-12T11:19:14Z,Missouri,AG Barr knew about Hunter Biden probe before election: Report https://t.co/oUGbZygqNa via @YouTube,Twitter Web App,98,en,0,0,False,1,58,0,182,98,ag barr knew about hunter biden probe before election : report httpurl via @user,2,'no verdict',,,2
2020-12-26T14:57:28Z,Kentucky,Our only hope is that President Trump will keep fighting to #StopTheSteaI2020 https://t.co/MOFY0NyxHf,Twitter for iPhone,77,en,0,0,True,164,887,0,1833,5189,our only hope is that president trump will keep fighting to #stopthesteai2020 httpurl,8,'false',,,3
2020-08-29T15:19:02Z,Texas,"Get the names of ALL of the senior leaders and when the new WH Admin Biden/Harris roll in January 2021, these Trump minions will be rolling out of office. This is there 60 day notice. https://t.co/fIlUn515kD",Twitter for iPhone,183,en,0,0,True,425,1630,41,100183,74638,"get the name of all of the senior leader and when the new wh admin biden / harris roll in january 2021 , these trump minion will be rolling out of office . this is there 60 day notice . httpurl",3,No verdict,,,14
2020-07-30T06:46:09Z,Florida,Watch for Trump to use the Defense Production Act to force distribution of unproven COVID vaccine early in October.,Twitter for iPhone,115,en,0,0,False,103,279,2,6185,905,watch for trump to use the defense production act to force distribution of unproven covid vaccine early in october .,3,'no verdict',,,9
2021-01-17T12:15:59Z,Michigan,@ArtistPro21 @mmpadellan No I'm NOT missing the point of the notion insurrections using Trump's invitation as defense will backfire on Trump I'm outraged lawyers are actually USING it as an excuse to promote hatred chaos destruction murderous intentions that could leas to a long awaited  racial War,Twitter for Android,274,en,0,0,False,82,175,0,10570,12166,@user @user no i 'm not missing the point of the notion insurrection using trump 's invitation a defense will backfire on trump i 'm outraged lawyer are actually using it a an excuse to promote hatred chaos destruction murderous intention that could lea to a long awaited racial war,9,False,,,16
2020-11-22T12:05:32Z,Missouri,"#Trump is at crossroad, nuke China or concede",Twitter for Android,45,en,0,0,False,43,19,2,12113,6,"#trump is at crossroad , nuke china or concede",9,'no verdict',,,-1
2020-08-23T01:40:42Z,Oregon,"@steven_metz @salart60 @faineg This is good. Signs that actually refer to Trump by name or any play on his phrases should be avoided. “No publicity is bad publicity”. Do not evoke him. Evoke what you want, who you want. Ignore the undesired. It is not only childish it is counterproductive.

[President Biden]",Twitter Web App,278,en,2,0,False,213,967,8,4385,6854,"@user @user @user this is good . signs that actually refer to trump by name or any play on his phrase should be avoided . “ no publicity is bad publicity ” . do not evoke him . evoke what you want , who you want . ignore the undesired . it is not only childish it is counterproductive . [ president biden ]",7,'no verdict',,,-1
2020-12-07T09:42:37Z,Oregon,Biden is doing great picking people with broad support. https://t.co/buaiy5GCWT,Twitter Web App,79,en,6,1,True,1290,733,2,94532,235637,biden is doing great picking people with broad support . httpurl,1,'true',,,-1
2020-08-23T01:28:12Z,North Carolina,"@paulmthibeault @mmpadellan No America has a choice between a man who is slowly losing his mind and kisses and touching kids in weird ways and trump. Joe Biden lies about being the top lawyer from his class, look it up. Biden would plagiarize famous speeches from presidents like JFK, look it up",Twitter for iPhone,267,en,0,0,False,6,51,0,105,563,"@user @user no america ha a choice between a man who is slowly losing his mind and kiss and touching kid in weird way and trump . joe biden lie about being the top lawyer from his class , look it up . biden would plagiarize famous speech from president like jfk , look it up",8,False,,,-1
2020-12-12T20:50:20Z,California,@EVEProGuides @WSJopinion @AOC Trump L O S T. We don’t buy Goya products anymore and never will. #trumplost,Twitter for iPhone,76,en,6,3,False,755,1595,13,13105,111062,@user @user @user trump l o s t . we do n't buy goya product anymore and never will . #trumplost,7,'true',,,0
2020-08-16T00:47:28Z,Florida,AMERICA FIRST!This is Trump’s mission. Biden’s mission is:MAKE ME POTUS SO I CAN BURY CRIMES THE INVESTIGATIONS WILL EXPOSE for HUNTER &amp; ME!,Twitter for iPhone,144,en,0,0,False,606,1626,2,14722,8063,america first ! this is trump 's mission . biden 's mission is : make me potus so i can bury crimes the investigations will expose for hunter & me !,8,False,,,23
2021-03-30T17:41:14Z,North Carolina,@Julescage1 @JennaEllisEsq Yes and you support Biden who is all in on abortion.  God is watching you too,Twitter for iPhone,77,en,0,0,False,53,29,0,1030,12453,@user @user yes and you support biden who is all in on abortion . god is watching you too,7,'no verdict',,,-1
2021-01-09T19:47:17Z,North Carolina,@donnasipes1958 @jennahannee @bpolitics @FBIWFO Y’all really crazy Question should Joe Biden &amp; Hunter Biden get away with the China deal,Twitter for iPhone,92,en,0,0,False,0,11,0,149,42,@user @user @user @user y'all really crazy question should joe biden & hunter biden get away with the china deal,8,False,,,21
2020-10-29T04:58:59Z,Florida,WOMEN HATE TRUMP,Twitter Web App,16,en,1,1,False,141,52,3,13988,4059,women hate trump,7,No verdict,,,-1
2020-09-10T13:28:52Z,Tennessee,@BoSnerdley rush is putting on quite the show trying to explain to us why Trump sat with Woodward. Not much could separate me from Trump but 18 interviews to Washington post when tons of conservative outlets don’t even get an interview will make me pack up ASAP,Twitter for iPhone,261,en,3,0,False,1184,802,17,35949,46436,@user rush is putting on quite the show trying to explain to u why trump sat with woodward . not much could separate me from trump but 18 interview to washington post when ton of conservative outlet do n't even get an interview will make me pack up asap,6,No verdict,,,5
2020-12-12T09:16:39Z,Alabama,"@atrupar Trump's problem is that Biden has over 80,000,000 votes and 306 electoral votes. The Supreme Court Justices can do math as well as the rest of America.",Twitter for Android,151,en,1,0,False,341,105,4,10870,28452,"@user trump 's problem is that biden ha over 80,000 , 000 vote and 306 electoral vote . the supreme court justices can do math a well a the rest of america .",1,True,,,15
2020-08-28T04:58:28Z,Kansas,@SophiaBush But yet every liberal wants to blame Trump for deaths caused by this virus.... interesting.,Twitter for iPhone,91,en,0,0,False,42,62,0,77,282,@user but yet every liberal want to blame trump for death caused by this virus ... interesting .,7,'false',,,13
2021-02-24T01:47:59Z,Virginia,@MollyJongFast It was! 45 told the Pentagon NOT to send them right away when they asked. Why wasn't trump's Pentagon Chief not at the hearing today or did I miss him. He wouldn't even come to the phone to speak to Maryland's Governor on 1/6.,Twitter for Android,226,en,2,0,False,694,979,0,6365,23939,@user it wa ! 45 told the pentagon not to send them right away when they asked . why wa n't trump 's pentagon chief not at the hearing today or did i miss him . he would n't even come to the phone to speak to maryland 's governor on 1/6 .,7,No verdict,,,-1
2021-04-06T16:15:40Z,Indiana,"@semperdiced I had the exact same reaction...Biden has pledged to UNIFY the country (American citizens), not Congress...Todd is  inaccurately repeating Biden's pledge...",Twitter for Android,156,en,3,0,False,352,2120,5,3773,16469,"@user i had the exact same reaction ... biden ha pledged to unify the country ( american citizen ) , not congress ... todd is inaccurately repeating biden 's pledge ...",2,'true',,,-1
2020-10-06T13:02:49Z,California,@laloalcaraz But he never actually claimed being a Trump voter or supporter aka #vendido,Twitter for iPhone,75,en,0,0,False,100,447,2,1265,692,@user but he never actually claimed being a trump voter or supporter aka #vendido,3,'no verdict',,,12
2021-03-15T09:21:20Z,Wyoming,"@vmeluskey @JuddLegum And if you are completely honest, you know the ONLY reason he moved quickly on the vaccine creation is so Biden couldn’t take credit for it. THE. ONLY. REASON.",Twitter for iPad,159,en,0,0,False,2573,2687,6,31206,76490,"@user @user and if you are completely honest , you know the only reason he moved quickly on the vaccine creation is so biden could n't take credit for it . the . only . reason .",8,'no verdict',,,9
2021-02-05T01:28:00Z,Ohio,@_VictorOkeke @aghouse @lynn_snyder13 @JaniceDean @NYGovCuomo @lynn_snyder @realDonaldTrump What about when he closed the boarders and Biden and left called him racist? What about Pelosi standing in Chinatown telling everyone to come down and have a great time? How about Fauci saying people to not be worried or to wear masks? Trump was listening to Dem medical advisor.,Twitter for iPad,279,en,0,0,False,9,55,0,374,1509,@user @user @user @user @user @user @user what about when he closed the boarder and biden and left called him racist ? what about pelosi standing in chinatown telling everyone to come down and have a great time ? how about fauci saying people to not be worried or to wear mask ? trump wa listening to dem medical advisor .,7,'no verdict',,,5
2020-11-28T20:14:01Z,California,"@realDonaldTrump Donald Trump's fans love to wave their American flags in our faces, but they sure don't seem to support our representative system of government when their guy loses.

https://t.co/swwwYmrO1r",Twitter Web App,190,en,24,2,False,16737,9584,55,23610,5881,"@user donald trump 's fan love to wave their american flag in our face , but they sure do n't seem to support our representative system of government when their guy loses . httpurl",7,'true',,,-1
2020-09-10T08:44:45Z,Michigan,@dabeard @MaddowBlog Impeached trump’s fault! Republican Senators Fault! #dumpgop,Twitter for iPhone,60,en,0,0,False,364,315,9,134603,120783,@user @user impeached trump 's fault ! republican senators fault ! #dumpgop,8,'no verdict',,,-1
2021-01-21T16:20:33Z,California,@DavidJHarrisJr Sorry but if the last name isn’t Trump not interested in ANY OTHER politician other than heckling on them.,Twitter for iPad,106,en,0,0,False,90,248,0,7765,9530,@user sorry but if the last name is n't trump not interested in any other politician other than heckling on them .,7,'no verdict',,,0
2020-09-18T13:40:18Z,Texas,why not trump? Put him 6feet under @god,Twitter for iPhone,39,en,3,0,False,292,688,1,15644,8905,why not trump ? put him 6feet under @user,9,No verdict,,,0
2021-05-02T07:44:12Z,California,In Our Opinion: Biden offers a clear water stratagy https://t.co/vZHwu8Vlkk,IFTTT,75,en,1,0,False,318,3,4,20820,46,in our opinion : biden offer a clear water stratagy httpurl,1,'false',,,2
2021-01-03T21:12:32Z,Indiana,@tracybeanz @SamuelAdams64 100%  I think Trump give him every opportunity to come clean and he rejected it all. This will be the end of him &amp; Trump will still win. I hope he got paid enough because his family are going to need every penny of it to fight his trial for being a traitor working for the CCP.,Twitter for Android,281,en,1,0,False,21,106,0,1060,848,@user @user 100 % i think trump give him every opportunity to come clean and he rejected it all . this will be the end of him & trump will still win . i hope he got paid enough because his family are going to need every penny of it to fight his trial for being a traitor working for the ccp .,9,'false',,,-1
2021-04-11T23:18:11Z,Virginia,"In which a clearly butthurt Anthony Fauci stays silent when MSNBC host Mehdi Hasan accuses Trump of ""needlessly and negligently"" helping cause ""hundreds of thousands of deaths."" https://t.co/ux1fex3I4g",Twitter Web App,177,en,13,5,False,35096,714,171,2349,1840,"in which a clearly butthurt anthony fauci stay silent when msnbc host mehdi hasan accuses trump of "" needlessly and negligently "" helping cause "" hundred of thousand of death . "" httpurl",8,'false',,,-1
2021-03-25T10:25:55Z,Minnesota,"@thebonezone66 @goosejail @craig_steger @DonFisco @BernieSanders BZ, where do you get your information or do you just think these things?  I have a friend on the right who does this with Donald Trump.  It is fascinating.",Twitter Web App,155,en,0,0,False,347,452,10,58077,10299,"@user @user @user @user @user bz , where do you get your information or do you just think these thing ? i have a friend on the right who doe this with donald trump . it is fascinating .",2,'no verdict',,,0
2020-08-04T22:59:54Z,Florida,"https://t.co/49HWskqKZk ""President Trump wants your vote to count. Request your ABSENTEE ballot today. Primary Is Tomorrow. Get Out And Vote Tomorrow. President Trump Needs You. Paid for by DONALD J. TRUMP FOR PRESIDENT, INC. Can't have it both ways DT #MailInVoting #VoteBlue",Twitter Web App,276,en,0,0,False,92,190,1,2821,381,"httpurl "" president trump want your vote to count . request your absentee ballot today . primary is tomorrow . get out and vote tomorrow . president trump needs you . paid for by donald j . trump for president , inc . ca n't have it both way dt #mailinvoting #voteblue",3,'false',,,3
2020-11-08T23:19:46Z,Florida,"Current state of the 2020 Presidential Election:

Trump 232
Biden 226

80 electoral votes across 7 states in dispute.

All disputes must be resolved by these State Legislatures by December 14th regardless of audits, recounts, lawsuits. 6 of those legislatures are majority R's.",Twitter Web App,277,en,0,0,False,1038,1755,0,6977,9507,"current state of the 2020 presidential election : trump 232 biden 226 80 electoral vote across 7 state in dispute . all dispute must be resolved by these state legislatures by december 14th regardless of audit , recount , lawsuit . 6 of those legislature are majority r 's .",2,True,,,15
2020-12-08T22:06:21Z,Colorado,"@dougducey Remember when Trump retweeted that guy in the golf cart yelling, ""white power""?

Just don't want y'all to pretend like you were ever anything other than what you were.",Twitter for Android,167,en,1,0,False,3093,4968,4,20169,152554,"@user remember when trump retweeted that guy in the golf cart yelling , "" white power "" ? just do n't want y'all to pretend like you were ever anything other than what you were .",7,True,,,22
2021-04-25T19:21:11Z,West Virginia,: Joe Biden has been pitching free community college since the Obama administration — can he now make it a reality? https://t.co/EZdbvCzxGt https://t.co/y5Wktztm90,Twitter Web App,139,en,0,0,False,10291,2,163,526489,93641,: joe biden ha been pitching free community college since the obama administration — can he now make it a reality ? httpurl httpurl,2,'true',,,-1
2020-10-26T21:05:23Z,Florida,"Just saw the news on the confirmation, and my stomach has dropped.

If Biden loses, I might leave.",Twitter for iPhone,98,en,1,0,False,754,747,134,280950,21953,"just saw the news on the confirmation , and my stomach ha dropped . if biden loses , i might leave .",3,'no verdict',,,-1
2021-01-23T12:29:41Z,California,@BrendanSchaub @Eminem @ufc @danawhite I was reading through the responses a lot of trump supporters throwing hate On Em😂😂😂🤢,Twitter for iPhone,85,en,0,0,False,8,132,0,21,24,@user @user @user @user i wa reading through the response a lot of trump supporter throwing hate on em :face_with_tears_of_joy: :face_with_tears_of_joy: :face_with_tears_of_joy: :nauseated_face:,3,True,,,1
2020-10-23T06:11:01Z,Ohio,Fact Check: Trump and Biden's final presidential debate https://t.co/C1C3Yh70iO via @YouTube,Twitter Web App,92,en,0,0,False,75,776,1,4376,23,fact check : trump and biden 's final presidential debate httpurl via @user,2,no verdict,,,2
2020-10-04T15:09:05Z,Michigan,UPDATE OF TRUMP'S AND REPUBLICANS IRRESPONSIBLE BEHAVIOR 🤔https://t.co/t3KnI4oqlh,Twitter for Android,81,en,0,0,False,99,213,1,11785,1660,update of trump's and republicans irresponsible behavior :thinking_face: httpurl,7,'no verdict',,,3
2021-02-05T05:56:14Z,Kentucky,Biden to end support for Saudi-led offensive operations in Yemen https://t.co/UnOR8lqboo,dlvr.it,88,en,1,1,False,26528,29236,241,95482,3691,biden to end support for saudi-led offensive operation in yemen httpurl,2,True,,,21
2020-10-04T11:55:28Z,California,"@SOCALRE4U Very tired, very anxious...not only do we have to endure this nightmare known as the Trump regime, but life and it’s normal flow continues with illnesses, deaths adding to the strain of this almost unbearable hell!",Twitter Web App,214,en,3,2,False,4096,2863,0,125692,91836,"@user very tired , very anxious ... not only do we have to endure this nightmare known a the trump regime , but life and it 's normal flow continues with illness , death adding to the strain of this almost unbearable hell !",8,'no verdict',,,-1
2021-01-11T16:35:43Z,Wyoming,@BA_BeRad @robport I cant see it and you know i dont like Trump. Unless every thing is interpreted like a Q drop by a MAGAlyte... oh wait...,Twitter Web App,121,en,0,0,False,188,192,1,6490,58299,@user @user i cant see it and you know i dont like trump . unless every thing is interpreted like a q drop by a magalyte ... oh wait ...,7,'no verdict',,,0
2021-03-11T21:16:38Z,New Hampshire,@nprpolitics More evidence against Trump for Dominion.,Twitter for Android,41,en,1,0,False,34,269,2,1774,10550,@user more evidence against trump for dominion .,3,'false',,,-1
2020-08-01T17:56:43Z,Iowa,"'Nobody likes me,' Trump complains, as even his allies fade
https://t.co/gRklGrI8Nb; That’s a shame.",Twitter for iPhone,100,en,1,0,False,32856,32824,5,37026,22845,"' nobody like me , ' trump complains , a even his ally fade httpurl ; that 's a shame .",2,'true',,,3
2020-08-27T05:50:35Z,Wisconsin,@thehill How many abortions do you think Trump has paid for?,Twitter Web App,51,en,1,1,False,1103,2241,1,14100,30485,@user how many abortion do you think trump ha paid for ?,7,'no verdict',,,10
2020-09-10T07:32:39Z,New York,@CBSNews wait til you hear what Trump is going to claim that he actually won the Nobel prize,Twitter for iPhone,83,en,0,0,False,64,66,1,786,220,@user wait til you hear what trump is going to claim that he actually won the nobel prize,3,'no verdict',,,27
2021-03-31T19:20:12Z,Texas,"Facebook removes video of Trump interview with daughter-in-law Lara Trump

https://t.co/3DHxWmJ2VB",Twitter for iPhone,98,en,3,5,False,11280,4095,44,146326,61208,facebook remove video of trump interview with daughter-in-law lara trump httpurl,2,'true',,,3
2020-09-26T17:11:44Z,Michigan,Its looking more like Democrats socialist marxists trying to do covert actions again. DoJ's rush to report on 'discarded ballots' raises fears of pro-Trump bias https://t.co/wj5xhUXujE,Twitter for Android,184,en,0,0,False,2805,4418,1,4183,6982,its looking more like democrats socialist marxist trying to do covert action again . doj 's rush to report on ' discarded ballot ' raise fear of pro-trump bias httpurl,7,'false',,,37
2021-04-22T19:01:25Z,Michigan,Donald Trump gets struck by lightning by Kimmel https://t.co/2NETk2l12l via @YouTube,Twitter Web App,84,en,0,0,False,5,43,0,1620,246,donald trump get struck by lightning by kimmel httpurl via @user,2,No verdict,,,4
2021-03-16T15:21:41Z,Texas,"There’s more. Putin and Russia didn’t only help Trump, right Congressional Republicans? Who received the campaign Rubles the NRA funneled? Where’s the hacked RNC email kompromat? Stay tuned, there’s more corruption and treason that’s finally going to get exposed.",Twitter for iPhone,263,en,0,0,False,250,667,3,16462,10484,"there 's more . putin and russia did n't only help trump , right congressional republicans ? who received the campaign rubles the nra funneled ? where 's the hacked rnc email kompromat ? stay tuned , there 's more corruption and treason that 's finally going to get exposed .",8,False,,,17
2020-12-09T11:29:30Z,Illinois,@cowbroker I saw this if it was Trump they would have the gallos built,Twitter for iPhone,59,en,1,0,False,1501,4985,8,9572,3855,@user i saw this if it wa trump they would have the gallos built,8,'no verdict',,,-1
2020-12-12T18:55:33Z,Ohio,"@SarahCateCLE Until you explicitly reject trump,  proud boys and the white supremacists,  you're part of them. You oppose trump or embace racism?",Twitter for Android,131,en,0,0,False,1125,4623,14,27863,143378,"@user until you explicitly reject trump , proud boy and the white supremacist , you 're part of them . you oppose trump or embace racism ?",8,'no verdict',,,22
2020-09-26T19:16:35Z,Iowa,@noahsurvived @KenTremendous I hear the argument. My faith has led me to support Biden. I think the Apostle Paul would do the same: https://t.co/F9cHnEOZWc,Twitter Web App,126,en,0,0,False,45,134,0,412,428,@user @user i hear the argument . my faith ha led me to support biden . i think the apostle paul would do the same : httpurl,1,'no verdict',,,2
2021-03-29T19:40:10Z,Minnesota,"@Rachaeltheising @blaireerskine Nope, this chick has been destroying trump with these videos for awhile now.",Twitter for iPhone,76,en,1,0,False,266,1103,0,4272,8199,"@user @user nope , this chick ha been destroying trump with these video for awhile now .",3,'no verdict',,,-1
2021-04-08T03:42:38Z,New Hampshire,"@MountainbikerWI @FoxNews Actually, Joe Biden and his Entire administration Failed the Border, Failed American Citizens, and pushed the Burden on the American Citizens tax payers backs! Joe Biden and Kamala Harris Need to be Impeached immediately!",Twitter for iPhone,221,en,17,1,False,13,30,1,5581,6,"@user @user actually , joe biden and his entire administration failed the border , failed american citizens , and pushed the burden on the american citizens tax payer back ! joe biden and kamala harris need to be impeached immediately !",8,False,,,40
2020-10-15T04:52:34Z,Michigan,"@FoxBusiness @FoxNews Trump, great job dealing with COVID and the economy. Not.",Twitter for iPhone,57,en,0,0,False,19,57,3,1266,4146,"@user @user trump , great job dealing with covid and the economy . not .",8,'false',,,-1
2021-01-29T03:39:44Z,Indiana,"Reps. Scalise, Herrell: Biden's reckless, job-killing energy executive orders must be reversed https://t.co/Cbe1IxeAEZ #FoxNews",Twitter Web App,127,en,0,0,False,51,205,0,78,2889,"reps . scalise , herrell : biden 's reckless , job-killing energy executive order must be reversed httpurl #foxnews",3,no verdict,,,-1
2020-10-26T15:04:07Z,California,"Trump. COVID-19. White supremacy. Racism. Double-digit unemployment. Voter suppression. Climate change. Murder hornets. Amy Coney Barrett. Solving the problems begins with the first step. Vote Trump out. 
#AmericasGreatestMistake 
#VoteHimOut2020 
#VoteBidenHarrisToSaveAmerica",Twitter for iPhone,277,en,3,1,False,198,201,0,862,17,trump . covid - 19 . white supremacy . racism . double-digit unemployment . voter suppression . climate change . murder hornet . amy coney barrett . solving the problem begin with the first step . vote trump out . #americasgreatestmistake #votehimout2020 #votebidenharristosaveamerica,8,No verdict,,,-1
2020-11-26T17:47:33Z,Indiana,Watching President Trump Thanksgiving Day Remarks @CSPAN https://t.co/xeQWq5W1gz,Twitter Web App,80,en,0,0,False,770,1214,0,72607,7527,watching president trump thanksgiving day remarks @user httpurl,1,No verdict,,,-1
2020-11-05T10:12:18Z,Pennsylvania,@Cliffyboy203 @markkayeshow @EricTrump @DonaldJTrumpJr A Biden extended lockdown will cripple our economy. You have no clue.,Twitter for iPhone,69,en,0,0,False,3,43,0,364,319,@user @user @user @user a biden extended lockdown will cripple our economy . you have no clue .,7,'false',,,14
2020-09-05T06:48:39Z,North Carolina,Is Donald Trump Actually a Narcissist? Therapists Weigh In! | Vanity Fair ⁦@realDonaldTrump⁩  https://t.co/QPKo0qVx2n,Twitter for iPhone,117,en,0,0,False,43,285,0,1133,12,is donald trump actually a narcissist ? therapists weigh in ! | vanity fair ⁦ @user ⁩ httpurl,3,'no verdict',,,-1
2021-03-06T02:30:20Z,Missouri,Damn fact checkers kissing Democrat and Biden ass🤣 https://t.co/l7BsReQRWi,Twitter for Android,50,en,1,1,False,400,496,0,1629,274,damn fact checker kissing democrat and biden as :rolling_on_the_floor_laughing: httpurl,8,'no verdict',,,2
2021-04-13T04:46:14Z,South Carolina,"President Joe Biden has decided to withdraw U.S. forces from Afghanistan by September 11th, the 20th anniversary of the 9/11 attacks",Twitter Web App,132,en,0,0,False,1567,472,40,5256,1327,"president joe biden ha decided to withdraw u . s . force from afghanistan by september 11th , the 20th anniversary of the 9/11 attack",1,'true',,,21
2021-02-14T09:36:14Z,California,"This country was singlehandedly saved by $TWTR and $FB when they banned Trump.

I bought Twitter stock then.

Now Twitter is trading at new ATH.

Money talks, bullshit walks.",Twitter for iPhone,174,en,9,1,False,3233,691,117,17679,22219,"this country wa singlehandedly saved by $ twtr and $ fb when they banned trump . i bought twitter stock then . now twitter is trading at new ath . money talk , bullshit walk .",7,'No verdict',,,10
2020-08-25T14:45:32Z,Mississippi,"@MisleaderC @CunningSq16 @alxellt0308 @LBSamuelsson @2broke2retire @HondoResists @KlitzingChris @Shaken0Stirred @adavaco @DerekGuberney @Tomi_R_B @ValH213 @shields_rex @pleasure74 @whuzyordaddy @strom_annette @DTwit949 @Limmered @Momof2in1year @JacquieLeyns @DarthVapor68 @JoKeRDJResists @nhojhpesoj @cptnrawrpnts @VoteJoe1 @june_heinz @jax_pad @kelnoland2020 @WIZARD6913 @Jules9800 @MetalForBrunch @slightmisplay @Mdrc76Maia @terribletara2 @SuckIt_Trump @godz_metal @KenobiCheated @LRPow79 @phalarope @blainekell6 @Eye_Sea_Yew @TerriResists Also, I would love to get my hands on some of that fresh strawberry jam. Just so you know. https://t.co/vChAUmWK9r",Twitter for Android,90,en,1,0,False,178,364,0,2658,4441,"@user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user also , i would love to get my hand on some of that fresh strawberry jam . just so you know . httpurl",1,No verdict,,,4
2020-08-22T05:30:39Z,Missouri,@Acyn I would bet anyone $1000 that Mr. Trump has never actually looked at a American public school social studies or history curriculum.,Twitter for Android,131,en,0,0,False,121,170,1,15523,2180,@user i would bet anyone $ 1000 that mr . trump ha never actually looked at a american public school social study or history curriculum .,3,'no verdict',,,-1
2021-03-13T08:55:25Z,Michigan,@marvswife Because trump wants a Republican Governor to pardon him on his future conviction.,Twitter for iPhone,81,en,0,0,False,241,465,1,12011,10862,@user because trump want a republican governor to pardon him on his future conviction .,3,No verdict,,,24
2020-11-27T21:35:29Z,Indiana,"@realDonaldTrump now has a worse record than the 1988 Baltimore Orioles, who began the season 0-21. No one loses as much as Trump loses.

#TrumpIsALaughingStock 
#ConcedeAlready 
#LoserInChief 
#LameDuckTrump 

https://t.co/q3FJRbQEbr",Twitter for iPad,234,en,0,0,False,1083,827,21,4950,783,"@user now ha a worse record than the 1988 baltimore orioles , who began the season 0-21 . no one loses a much a trump loses . #trumpisalaughingstock #concedealready #loserinchief #lameducktrump httpurl",7,False,,,-1
2021-03-30T05:12:13Z,North Dakota,@Hagstrom_Anders @DailyCaller @CDCDirector Trump tried to tell everyone Biden would lock us down.,Twitter for Android,54,en,0,0,False,3,80,0,360,517,@user @user @user trump tried to tell everyone biden would lock u down .,3,'false',,,-1
2021-01-06T14:24:09Z,Texas,"@Buff3y_ @DJDague Some of that was actually correct, Russia does to some extent always attempt to mess with our elections. 

For argument let’s assume all of that was misinformation, Trump still has spread more misinformation in this short time period than any Democrats did in those 4 years.",Twitter Web App,274,en,0,0,False,4,27,0,2032,2700,"@user @user some of that wa actually correct , russia doe to some extent always attempt to mess with our election . for argument let 's assume all of that wa misinformation , trump still ha spread more misinformation in this short time period than any democrats did in those 4 year .",7,'no verdict',,,17
2020-11-17T08:00:26Z,Indiana,"I tell you what; if Biden cancels my student debt outright, I’ll vote for him in 2024. https://t.co/aa7mU4hdB8",Twitter for iPhone,86,en,1,0,True,463,213,1,7987,13085,"i tell you what ; if biden cancel my student debt outright , i 'll vote for him in 2024 . httpurl",2,No verdict,,,14
2020-08-02T04:59:00Z,Pennsylvania,@NicoleinVegas @jimsciutto Trump is insane but don’t want to talk politics here.,Twitter for iPhone,53,en,0,0,False,10,93,0,285,695,@user @user trump is insane but do n't want to talk politics here .,3,'no verdict',,,26
2021-01-13T03:59:53Z,Ohio,"@BuckeyeLemon Wow, you spoke to my heart's feelings! I have some really great, intelligent friends (&amp; relatives) who've bought into that Trump Train sh*t show! I'm hoping they see the light!....",Twitter Web App,184,en,0,0,False,188,937,0,8501,6967,"@user wow , you spoke to my heart 's feeling ! i have some really great , intelligent friend ( & relative ) who 've bought into that trump train sh * t show ! i 'm hoping they see the light ! ...",7,no verdict,,,-1
2020-12-23T02:40:11Z,Florida,"When Luke Skywalker asks Obi-Wan for an explanation, the wizened Jedi knight explains that the Force can have a powerful influence on the weak-minded. https://t.co/AxfgIXXHRb",Twitter Web App,174,en,2,0,False,2407,4996,70,201517,2379,"when luke skywalker asks obi-wan for an explanation , the wizened jedi knight explains that the force can have a powerful influence on the weak-minded . httpurl",2,'no verdict',,,-1
